Sample_ID,Temperature_C,Applied_Voltage,Droplet_Volume_pL,DVR,Impact_Velocity_m_s,Spread_Radius,VO2_State,Resistance_Ohm
SAMP-0553,68.26,7.25,1.778,1.4817,2.31,400.0747,CONDUCTIVE_METAL,6.75
SAMP-0554,22.68,4.33,2.652,2.21,4.55,1092.1544,INSULATOR,221000.0
SAMP-0555,57.42,6.63,4.877,4.0642,3.83,1509.0804,CONDUCTIVE_METAL,2.46
SAMP-0556,29.58,3.62,2.187,1.8225,4.79,982.1026,INSULATOR,182250.0
SAMP-0557,56.35,2.6,1.644,1.37,3.05,495.691,INSULATOR,137000.0
SAMP-0558,96.94,5.36,2.939,2.4492,2.59,676.1741,CONDUCTIVE_METAL,4.08
SAMP-0559,64.03,0.04,2.735,2.2792,1.29,317.5465,INSULATOR,227916.67
SAMP-0560,36.27,0.51,4.877,4.0642,1.79,705.2882,INSULATOR,406416.67
SAMP-0561,28.14,6.82,2.695,2.2458,3.57,868.2672,CONDUCTIVE_METAL,4.45
SAMP-0562,71.06,0.71,1.422,1.185,4.76,688.0879,CONDUCTIVE_METAL,8.44
SAMP-0563,49.37,0.88,1.525,1.2708,3.2,489.4006,INSULATOR,127083.33
SAMP-0564,97.82,0.8,1.851,1.5425,3.44,615.6018,CONDUCTIVE_METAL,6.48
SAMP-0565,25.66,9.99,4.814,4.0117,1.3,506.8789,CONDUCTIVE_METAL,2.49
SAMP-0566,88.24,8.94,2.191,1.8258,2.83,581.107,CONDUCTIVE_METAL,5.48
SAMP-0567,32.65,4.89,4.44,3.7,1.18,430.9942,INSULATOR,370000.0
SAMP-0568,25.29,8.97,2.967,2.4725,2.68,705.1132,CONDUCTIVE_METAL,4.04
SAMP-0569,64.19,7.06,3.436,2.8633,2.88,854.167,CONDUCTIVE_METAL,3.49
SAMP-0570,97.61,2.21,1.051,0.8758,4.94,561.3538,CONDUCTIVE_METAL,11.42
SAMP-0571,63.05,0.69,1.27,1.0583,2.57,339.3245,INSULATOR,105833.33
SAMP-0572,60.55,5.16,1.382,1.1517,2.69,380.0404,CONDUCTIVE_METAL,8.68
SAMP-0573,39.32,5.29,4.304,3.5867,2.41,858.361,CONDUCTIVE_METAL,2.79
SAMP-0574,20.95,2.29,1.965,1.6375,3.51,659.4632,INSULATOR,163750.0
SAMP-0575,35.05,6.5,2.691,2.2425,3.13,760.3297,CONDUCTIVE_METAL,4.46
SAMP-0576,33.05,6.14,4.355,3.6292,2.51,902.5458,CONDUCTIVE_METAL,2.76
SAMP-0577,90.61,8.59,1.923,1.6025,2.54,468.8892,CONDUCTIVE_METAL,6.24
SAMP-0578,37.18,3.51,4.692,3.91,3.12,1191.5713,INSULATOR,391000.0
SAMP-0579,45.66,8.37,3.897,3.2475,3.19,1048.2,CONDUCTIVE_METAL,3.08
SAMP-0580,81.23,2.81,2.661,2.2175,1.64,394.7479,CONDUCTIVE_METAL,4.51
SAMP-0581,47.65,7.95,2.833,2.3608,1.25,316.6858,CONDUCTIVE_METAL,4.24
SAMP-0582,89.75,3.36,4.315,3.5958,1.57,560.3384,CONDUCTIVE_METAL,2.78
SAMP-0583,99.23,2.49,3.316,2.7633,3.77,1086.1797,CONDUCTIVE_METAL,3.62
SAMP-0584,24.15,3.57,1.031,0.8592,1.86,208.1924,INSULATOR,85916.67
SAMP-0585,20.96,1.11,1.439,1.1992,4.03,588.1595,INSULATOR,119916.67
SAMP-0586,39.31,3.41,4.412,3.6767,2.51,912.0952,INSULATOR,367666.67
SAMP-0587,99.31,1.56,4.437,3.6975,4.5,1642.7236,CONDUCTIVE_METAL,2.7
SAMP-0588,49.82,4.12,0.791,0.6592,1.47,133.9969,INSULATOR,65916.67
SAMP-0589,29.94,1.59,1.643,1.3692,3.38,549.0524,INSULATOR,136916.67
SAMP-0590,62.39,0.36,4.517,3.7642,3.35,1240.7188,INSULATOR,376416.67
SAMP-0591,54.42,1.24,2.1,1.75,3.32,658.5105,INSULATOR,175000.0
SAMP-0592,57.58,4.09,4.507,3.7558,2.03,750.4925,INSULATOR,375583.33
SAMP-0593,82.28,8.62,2.549,2.1242,3.61,838.8997,CONDUCTIVE_METAL,4.71
SAMP-0594,38.95,7.54,1.949,1.6242,3.46,645.7515,CONDUCTIVE_METAL,6.16
SAMP-0595,34.1,8.08,3.268,2.7233,4.19,1192.9102,CONDUCTIVE_METAL,3.67
SAMP-0596,27.23,6.98,1.951,1.6258,2.73,509.9352,CONDUCTIVE_METAL,6.15
SAMP-0597,48.27,6.12,3.843,3.2025,2.62,851.1964,CONDUCTIVE_METAL,3.12
SAMP-0598,55.19,4.95,1.195,0.9958,4.6,578.5946,INSULATOR,99583.33
SAMP-0599,78.18,5.26,1.045,0.8708,1.59,179.867,CONDUCTIVE_METAL,11.48
SAMP-0600,72.89,9.75,4.742,3.9517,1.3,500.7541,CONDUCTIVE_METAL,2.53
SAMP-0601,25.65,1.91,3.493,2.9108,3.09,928.8221,INSULATOR,291083.33
SAMP-0602,62.5,2.59,1.759,1.4658,4.99,856.7183,INSULATOR,146583.33
SAMP-0603,92.69,5.51,4.541,3.7842,3.19,1186.5327,CONDUCTIVE_METAL,2.64
SAMP-0604,99.05,6.91,4.435,3.6958,2.47,901.3439,CONDUCTIVE_METAL,2.71
SAMP-0605,88.12,7.93,4.203,3.5025,3.45,1205.3578,CONDUCTIVE_METAL,2.86
SAMP-0606,48.17,4.17,2.931,2.4425,3.17,825.7537,INSULATOR,244250.0
SAMP-0607,37.94,7.44,2.336,1.9467,4.37,945.5732,CONDUCTIVE_METAL,5.14
SAMP-0608,34.94,4.94,3.221,2.6842,2.93,824.379,INSULATOR,268416.67
SAMP-0609,31.76,5.0,2.018,1.6817,4.44,852.4949,INSULATOR,168166.67
SAMP-0610,67.73,1.39,1.266,1.055,2.48,326.6177,INSULATOR,105500.0
SAMP-0611,78.37,2.39,0.558,0.465,3.8,266.8925,CONDUCTIVE_METAL,21.51
SAMP-0612,74.21,6.86,4.908,4.09,1.83,724.7404,CONDUCTIVE_METAL,2.44
SAMP-0613,37.48,9.58,2.569,2.1408,3.65,853.634,CONDUCTIVE_METAL,4.67
SAMP-0614,52.32,8.85,3.043,2.5358,2.34,628.5137,CONDUCTIVE_METAL,3.94
SAMP-0615,92.16,7.34,2.815,2.3458,1.25,315.0399,CONDUCTIVE_METAL,4.26
SAMP-0616,42.21,9.88,2.174,1.8117,3.44,701.8831,CONDUCTIVE_METAL,5.52
SAMP-0617,69.52,4.45,0.723,0.6025,2.39,203.479,CONDUCTIVE_METAL,16.6
SAMP-0618,64.33,3.2,3.663,3.0525,4.93,1540.3847,INSULATOR,305250.0
SAMP-0619,79.72,0.54,3.76,3.1333,2.54,810.6843,CONDUCTIVE_METAL,3.19
SAMP-0620,75.22,2.96,2.547,2.1225,3.02,701.3439,CONDUCTIVE_METAL,4.71
SAMP-0621,99.1,6.76,1.064,0.8867,4.52,518.621,CONDUCTIVE_METAL,11.28
SAMP-0622,42.53,7.46,2.957,2.4642,4.42,1159.7065,CONDUCTIVE_METAL,4.06
SAMP-0623,83.97,2.6,1.284,1.07,4.93,656.6483,CONDUCTIVE_METAL,9.35
SAMP-0624,91.6,0.69,0.732,0.61,3.82,328.2822,CONDUCTIVE_METAL,16.39
SAMP-0625,43.27,4.51,1.063,0.8858,3.05,349.6954,INSULATOR,88583.33
SAMP-0626,53.71,9.95,2.802,2.335,4.24,1064.5787,CONDUCTIVE_METAL,4.28
SAMP-0627,77.13,6.93,2.096,1.7467,3.64,720.8585,CONDUCTIVE_METAL,5.73
SAMP-0628,81.01,3.54,1.483,1.2358,2.45,366.3482,CONDUCTIVE_METAL,8.09
SAMP-0629,81.46,8.08,4.762,3.9683,2.85,1101.5417,CONDUCTIVE_METAL,2.52
SAMP-0630,62.69,5.57,2.491,2.0758,2.83,645.3781,CONDUCTIVE_METAL,4.82
SAMP-0631,25.9,7.08,0.512,0.4267,4.67,308.158,CONDUCTIVE_METAL,23.44
SAMP-0632,51.87,8.18,4.059,3.3825,3.34,1134.3934,CONDUCTIVE_METAL,2.96
SAMP-0633,58.68,8.98,4.57,3.8083,1.18,441.1696,CONDUCTIVE_METAL,2.63
SAMP-0634,85.78,2.87,1.688,1.4067,4.59,762.1207,CONDUCTIVE_METAL,7.11
SAMP-0635,66.06,4.64,2.72,2.2667,3.75,918.9582,INSULATOR,226666.67
SAMP-0636,51.34,4.49,2.678,2.2317,1.46,353.2569,INSULATOR,223166.67
SAMP-0637,60.38,5.38,2.165,1.8042,1.21,246.0482,CONDUCTIVE_METAL,5.54
SAMP-0638,30.32,1.16,2.211,1.8425,2.19,453.0413,INSULATOR,184250.0
SAMP-0639,38.74,0.4,4.318,3.5983,2.31,824.9111,INSULATOR,359833.33
SAMP-0640,25.31,8.46,1.941,1.6175,4.66,866.8011,CONDUCTIVE_METAL,6.18
SAMP-0641,59.95,4.58,3.231,2.6925,3.11,877.2401,INSULATOR,269250.0
SAMP-0642,36.08,4.77,1.676,1.3967,3.45,569.5306,INSULATOR,139666.67
SAMP-0643,65.75,8.26,1.96,1.6333,2.04,382.4826,CONDUCTIVE_METAL,6.12
SAMP-0644,21.07,0.98,3.542,2.9517,3.45,1048.8717,INSULATOR,295166.67
SAMP-0645,97.48,3.78,2.285,1.9042,1.37,291.1373,CONDUCTIVE_METAL,5.25
SAMP-0646,88.76,0.11,1.944,1.62,1.41,262.6027,CONDUCTIVE_METAL,6.17
SAMP-0647,87.83,0.16,1.104,0.92,2.27,268.1508,CONDUCTIVE_METAL,10.87
SAMP-0648,56.4,5.57,2.815,2.3458,1.36,342.7634,CONDUCTIVE_METAL,4.26
SAMP-0649,92.25,9.69,2.515,2.0958,3.6,827.4388,CONDUCTIVE_METAL,4.77
SAMP-0650,96.66,1.17,1.32,1.1,2.59,352.6894,CONDUCTIVE_METAL,9.09
SAMP-0651,87.92,9.0,1.64,1.3667,3.07,497.9576,CONDUCTIVE_METAL,7.32
SAMP-0652,27.56,7.68,4.831,4.0258,2.67,1044.0149,CONDUCTIVE_METAL,2.48
SAMP-0653,49.22,2.84,0.91,0.7583,2.46,249.7856,INSULATOR,75833.33
SAMP-0654,99.73,0.67,3.71,3.0917,1.3,410.423,CONDUCTIVE_METAL,3.23
SAMP-0655,86.18,9.4,3.425,2.8542,1.09,322.4345,CONDUCTIVE_METAL,3.5
SAMP-0656,31.39,9.59,1.411,1.1758,3.71,532.9649,CONDUCTIVE_METAL,8.5
SAMP-0657,56.9,1.9,0.732,0.61,4.3,369.5323,INSULATOR,61000.0
SAMP-0658,70.33,8.87,2.353,1.9608,3.81,829.3029,CONDUCTIVE_METAL,5.1
SAMP-0659,76.33,1.24,3.48,2.9,1.97,590.3651,CONDUCTIVE_METAL,3.45
SAMP-0660,84.13,8.27,2.495,2.0792,4.2,959.0625,CONDUCTIVE_METAL,4.81
SAMP-0661,49.45,6.91,0.741,0.6175,2.15,186.4838,CONDUCTIVE_METAL,16.19
SAMP-0662,26.41,4.89,4.025,3.3542,3.57,1204.2605,INSULATOR,335416.67
SAMP-0663,85.11,3.6,1.988,1.6567,4.05,768.1727,CONDUCTIVE_METAL,6.04
SAMP-0664,50.28,3.78,1.65,1.375,4.82,785.6704,INSULATOR,137500.0
SAMP-0665,37.59,0.48,1.928,1.6067,1.88,347.7869,INSULATOR,160666.67
SAMP-0666,34.7,9.6,3.016,2.5133,4.26,1135.9162,CONDUCTIVE_METAL,3.98
SAMP-0667,49.61,3.51,4.904,4.0867,2.15,850.9117,INSULATOR,408666.67
SAMP-0668,31.26,7.71,1.705,1.4208,3.78,632.7524,CONDUCTIVE_METAL,7.04
SAMP-0669,86.89,0.92,3.822,3.185,4.06,1313.167,CONDUCTIVE_METAL,3.14
SAMP-0670,61.18,8.22,0.538,0.4483,3.72,254.4244,CONDUCTIVE_METAL,22.3
SAMP-0671,75.79,3.75,3.48,2.9,3.83,1147.7656,CONDUCTIVE_METAL,3.45
SAMP-0672,39.02,9.45,2.087,1.7392,2.01,396.6607,CONDUCTIVE_METAL,5.75
SAMP-0673,21.28,6.98,2.758,2.2983,3.57,884.8298,CONDUCTIVE_METAL,4.35
SAMP-0674,42.71,6.04,2.993,2.4942,4.75,1258.6758,CONDUCTIVE_METAL,4.01
SAMP-0675,78.64,4.34,1.177,0.9808,1.46,181.4395,CONDUCTIVE_METAL,10.2
SAMP-0676,72.21,0.7,2.562,2.135,1.15,268.3537,CONDUCTIVE_METAL,4.68
SAMP-0677,98.91,4.23,2.543,2.1192,2.36,547.366,CONDUCTIVE_METAL,4.72
SAMP-0678,66.32,5.15,1.575,1.3125,1.44,226.0472,CONDUCTIVE_METAL,7.62
SAMP-0679,60.56,6.41,4.568,3.8067,1.29,482.125,CONDUCTIVE_METAL,2.63
SAMP-0680,21.8,7.45,2.971,2.4758,3.03,798.077,CONDUCTIVE_METAL,4.04
SAMP-0681,27.49,8.32,3.858,3.215,4.85,1580.6852,CONDUCTIVE_METAL,3.11
SAMP-0682,31.84,0.03,3.124,2.6033,1.57,430.8411,INSULATOR,260333.33
SAMP-0683,39.71,7.98,0.641,0.5342,1.49,115.9078,CONDUCTIVE_METAL,18.72
SAMP-0684,38.1,9.61,3.17,2.6417,3.19,885.9143,CONDUCTIVE_METAL,3.79
SAMP-0685,83.32,5.64,4.977,4.1475,1.19,476.6097,CONDUCTIVE_METAL,2.41
SAMP-0686,20.08,0.19,3.043,2.5358,2.81,754.7536,INSULATOR,253583.33
SAMP-0687,78.31,7.73,3.361,2.8008,3.13,911.758,CONDUCTIVE_METAL,3.57
SAMP-0688,92.85,3.99,2.392,1.9933,4.36,961.8598,CONDUCTIVE_METAL,5.02
SAMP-0689,52.63,5.26,4.039,3.3658,2.43,822.0202,CONDUCTIVE_METAL,2.97
SAMP-0690,91.63,9.51,2.837,2.3642,4.05,1027.2464,CONDUCTIVE_METAL,4.23
SAMP-0691,33.31,9.11,2.304,1.92,1.62,346.6026,CONDUCTIVE_METAL,5.21
SAMP-0692,62.51,3.16,2.063,1.7192,4.12,805.4167,INSULATOR,171916.67
SAMP-0693,23.95,9.17,4.343,3.6192,2.51,900.5318,CONDUCTIVE_METAL,2.76
SAMP-0694,57.49,7.72,1.284,1.07,4.51,600.7067,CONDUCTIVE_METAL,9.35
SAMP-0695,68.55,3.61,4.954,4.1283,1.23,490.7957,CONDUCTIVE_METAL,2.42
SAMP-0696,23.83,9.62,4.026,3.355,4.63,1562.143,CONDUCTIVE_METAL,2.98
SAMP-0697,43.16,4.22,4.077,3.3975,2.98,1015.7641,INSULATOR,339750.0
SAMP-0698,95.5,6.62,3.932,3.2767,1.99,658.66,CONDUCTIVE_METAL,3.05
SAMP-0699,28.33,4.99,4.28,3.5667,2.37,840.2997,INSULATOR,356666.67
SAMP-0700,25.89,8.96,3.671,3.0592,2.54,795.0367,CONDUCTIVE_METAL,3.27
SAMP-0701,31.59,9.09,2.77,2.3083,1.68,417.8713,CONDUCTIVE_METAL,4.33
SAMP-0702,52.36,8.26,3.605,3.0042,2.08,641.5087,CONDUCTIVE_METAL,3.33
SAMP-0703,24.63,2.03,4.107,3.4225,3.51,1203.5576,INSULATOR,342250.0
SAMP-0704,60.87,2.5,1.559,1.2992,3.86,600.9503,INSULATOR,129916.67
SAMP-0705,50.1,4.64,2.98,2.4833,1.37,361.7397,INSULATOR,248333.33
SAMP-0706,22.13,0.92,2.441,2.0342,3.53,791.7739,INSULATOR,203416.67
SAMP-0707,46.8,8.55,1.08,0.9,2.51,291.4025,CONDUCTIVE_METAL,11.11
SAMP-0708,28.59,8.37,3.705,3.0875,2.89,911.4011,CONDUCTIVE_METAL,3.24
SAMP-0709,49.16,8.74,1.108,0.9233,2.9,343.5518,CONDUCTIVE_METAL,10.83
SAMP-0710,26.79,8.38,2.801,2.3342,1.03,258.5368,CONDUCTIVE_METAL,4.28
SAMP-0711,95.58,2.63,3.308,2.7567,2.62,753.3657,CONDUCTIVE_METAL,3.63
SAMP-0712,61.7,3.61,1.933,1.6108,4.89,906.527,INSULATOR,161083.33
SAMP-0713,40.83,4.54,1.647,1.3725,2.83,460.6163,INSULATOR,137250.0
SAMP-0714,67.52,7.64,1.056,0.88,1.99,226.9784,CONDUCTIVE_METAL,11.36
SAMP-0715,86.05,9.17,4.816,4.0133,2.3,897.0862,CONDUCTIVE_METAL,2.49
SAMP-0716,58.59,2.75,0.64,0.5333,2.62,203.5746,INSULATOR,53333.33
SAMP-0717,22.42,7.28,2.061,1.7175,4.11,802.8261,CONDUCTIVE_METAL,5.82
SAMP-0718,20.95,3.39,3.374,2.8117,3.94,1151.3272,INSULATOR,281166.67
SAMP-0719,54.37,1.86,4.436,3.6967,2.56,934.3568,INSULATOR,369666.67
SAMP-0720,60.19,7.72,1.805,1.5042,3.22,564.555,CONDUCTIVE_METAL,6.65
SAMP-0721,55.45,8.05,3.82,3.1833,4.87,1574.4834,CONDUCTIVE_METAL,3.14
SAMP-0722,33.52,1.73,3.754,3.1283,3.53,1125.1971,INSULATOR,312833.33
SAMP-0723,56.66,5.2,2.694,2.245,1.09,265.0207,CONDUCTIVE_METAL,4.45
SAMP-0724,67.7,0.41,4.068,3.39,2.24,762.1594,INSULATOR,339000.0
SAMP-0725,55.81,3.97,1.883,1.5692,2.61,473.6326,INSULATOR,156916.67
SAMP-0726,82.8,7.94,2.622,2.185,2.09,497.025,CONDUCTIVE_METAL,4.58
SAMP-0727,62.75,7.66,2.823,2.3525,2.94,742.6949,CONDUCTIVE_METAL,4.25
SAMP-0728,65.85,8.57,1.349,1.1242,1.04,144.1081,CONDUCTIVE_METAL,8.9
SAMP-0729,54.38,9.08,0.616,0.5133,1.11,83.8364,CONDUCTIVE_METAL,19.48
SAMP-0730,93.87,0.15,1.994,1.6617,3.08,585.6279,CONDUCTIVE_METAL,6.02
SAMP-0731,96.1,6.19,4.893,4.0775,2.11,833.5709,CONDUCTIVE_METAL,2.45
SAMP-0732,98.62,8.68,1.787,1.4892,3.56,619.101,CONDUCTIVE_METAL,6.72
SAMP-0733,81.05,9.72,3.816,3.18,1.55,500.6923,CONDUCTIVE_METAL,3.14
SAMP-0734,29.14,0.38,2.138,1.7817,1.83,368.328,INSULATOR,178166.67
SAMP-0735,57.03,5.04,1.798,1.4983,1.27,221.9637,CONDUCTIVE_METAL,6.67
SAMP-0736,42.44,2.2,1.312,1.0933,4.17,565.0868,INSULATOR,109333.33
SAMP-0737,67.07,3.19,1.178,0.9817,3.67,456.392,INSULATOR,98166.67
SAMP-0738,82.26,1.87,3.292,2.7433,4.9,1403.404,CONDUCTIVE_METAL,3.65
SAMP-0739,75.09,2.57,3.777,3.1475,4.93,1579.2771,CONDUCTIVE_METAL,3.18
SAMP-0740,72.97,3.13,4.151,3.4592,4.57,1580.6278,CONDUCTIVE_METAL,2.89
SAMP-0741,38.9,3.48,1.891,1.5758,4.79,872.2397,INSULATOR,157583.33
SAMP-0742,52.45,4.68,1.807,1.5058,3.41,598.4059,INSULATOR,150583.33
SAMP-0743,54.79,4.73,3.553,2.9608,3.16,963.1353,INSULATOR,296083.33
SAMP-0744,77.16,8.66,1.037,0.8642,3.96,445.2731,CONDUCTIVE_METAL,11.57
SAMP-0745,84.74,5.94,1.799,1.4992,1.94,339.216,CONDUCTIVE_METAL,6.67
SAMP-0746,60.42,6.55,4.455,3.7125,2.75,1007.18,CONDUCTIVE_METAL,2.69
SAMP-0747,23.42,8.22,1.789,1.4908,1.77,308.0915,CONDUCTIVE_METAL,6.71
SAMP-0748,20.74,7.66,2.109,1.7575,1.53,304.5315,CONDUCTIVE_METAL,5.69
SAMP-0749,41.03,4.02,4.476,3.73,4.72,1735.2751,INSULATOR,373000.0
SAMP-0750,38.13,1.1,4.441,3.7008,4.63,1691.4126,INSULATOR,370083.33
SAMP-0751,81.21,3.98,3.628,3.0233,2.85,883.5536,CONDUCTIVE_METAL,3.31
SAMP-0752,98.34,7.69,4.176,3.48,1.4,486.5819,CONDUCTIVE_METAL,2.87
SAMP-0753,43.45,3.31,4.3,3.5833,2.87,1021.428,INSULATOR,358333.33
SAMP-0754,69.98,7.26,1.885,1.5708,3.7,672.0138,CONDUCTIVE_METAL,6.37
SAMP-0755,24.53,6.16,1.451,1.2092,4.57,671.4445,CONDUCTIVE_METAL,8.27
SAMP-0756,91.63,6.48,2.959,2.4658,3.8,997.5838,CONDUCTIVE_METAL,4.06
SAMP-0757,88.88,5.52,4.632,3.86,1.68,634.9816,CONDUCTIVE_METAL,2.59
SAMP-0758,84.52,5.89,4.78,3.9833,1.38,535.0041,CONDUCTIVE_METAL,2.51
SAMP-0759,27.58,3.77,1.129,0.9408,4.76,572.3346,INSULATOR,94083.33
SAMP-0760,41.68,6.89,1.583,1.3192,2.53,398.7833,CONDUCTIVE_METAL,7.58
SAMP-0761,66.12,5.85,2.512,2.0933,4.17,957.5148,CONDUCTIVE_METAL,4.78
SAMP-0762,33.93,9.34,1.059,0.8825,1.25,142.893,CONDUCTIVE_METAL,11.33
SAMP-0763,32.61,8.64,1.714,1.4283,3.28,551.406,CONDUCTIVE_METAL,7.0
SAMP-0764,99.93,4.03,3.079,2.5658,2.02,547.8006,CONDUCTIVE_METAL,3.9
SAMP-0765,44.02,3.21,0.556,0.4633,3.71,259.8897,INSULATOR,46333.33
SAMP-0766,67.06,8.39,0.828,0.69,1.88,177.4756,CONDUCTIVE_METAL,14.49
SAMP-0767,38.19,1.02,0.973,0.8108,1.71,182.9178,INSULATOR,81083.33
SAMP-0768,49.27,3.02,4.666,3.8883,2.57,977.1249,INSULATOR,388833.33
SAMP-0769,20.96,5.59,1.117,0.9308,1.26,150.225,CONDUCTIVE_METAL,10.74
SAMP-0770,63.77,3.6,1.259,1.0492,4.71,617.5708,INSULATOR,104916.67
SAMP-0771,43.67,8.9,1.546,1.2883,4.35,672.669,CONDUCTIVE_METAL,7.76
SAMP-0772,93.57,9.62,0.696,0.58,2.47,204.3435,CONDUCTIVE_METAL,17.24
SAMP-0773,48.68,4.52,4.063,3.3858,1.47,499.6682,INSULATOR,338583.33
SAMP-0774,51.35,4.97,1.594,1.3283,2.92,462.8417,INSULATOR,132833.33
SAMP-0775,54.35,5.46,1.594,1.3283,1.22,193.3791,CONDUCTIVE_METAL,7.53
SAMP-0776,55.48,5.76,0.777,0.6475,4.44,399.2485,CONDUCTIVE_METAL,15.44
SAMP-0777,44.7,5.41,4.253,3.5442,1.5,529.1155,CONDUCTIVE_METAL,2.82
SAMP-0778,28.89,6.78,1.257,1.0475,1.53,200.3578,CONDUCTIVE_METAL,9.55
SAMP-0779,95.75,0.44,0.773,0.6442,4.88,437.0914,CONDUCTIVE_METAL,15.52
SAMP-0780,42.05,2.96,2.773,2.3108,1.63,405.7936,INSULATOR,231083.33
SAMP-0781,69.76,3.55,1.489,1.2408,4.75,712.5833,CONDUCTIVE_METAL,8.06
SAMP-0782,74.78,0.57,2.222,1.8517,1.71,355.1819,CONDUCTIVE_METAL,5.4
SAMP-0783,98.65,4.39,2.97,2.475,4.4,1158.6049,CONDUCTIVE_METAL,4.04
SAMP-0784,76.83,6.69,2.608,2.1733,4.04,956.5589,CONDUCTIVE_METAL,4.6
SAMP-0785,78.04,3.87,4.916,4.0967,4.17,1653.6265,CONDUCTIVE_METAL,2.44
SAMP-0786,37.37,0.73,3.399,2.8325,4.16,1222.9542,INSULATOR,283250.0
SAMP-0787,51.02,8.76,1.496,1.2467,3.12,469.8287,CONDUCTIVE_METAL,8.02
SAMP-0788,80.29,9.55,4.675,3.8958,2.21,841.5598,CONDUCTIVE_METAL,2.57
SAMP-0789,95.97,4.73,4.004,3.3367,1.33,446.7449,CONDUCTIVE_METAL,3.0
SAMP-0790,74.24,3.32,1.34,1.1167,4.2,578.8603,CONDUCTIVE_METAL,8.96
SAMP-0791,54.07,2.14,3.973,3.3108,4.53,1512.0473,INSULATOR,331083.33
SAMP-0792,69.61,4.37,4.143,3.4525,3.0,1035.9893,CONDUCTIVE_METAL,2.9
SAMP-0793,50.9,6.27,1.369,1.1408,4.41,618.3309,CONDUCTIVE_METAL,8.77
SAMP-0794,93.51,2.71,1.952,1.6267,2.31,431.6639,CONDUCTIVE_METAL,6.15
SAMP-0795,27.26,3.66,1.715,1.4292,4.32,726.586,INSULATOR,142916.67
SAMP-0796,87.94,0.54,3.163,2.6358,4.75,1316.7726,CONDUCTIVE_METAL,3.79
SAMP-0797,51.85,8.83,2.033,1.6942,3.53,681.8788,CONDUCTIVE_METAL,5.9
SAMP-0798,96.93,3.48,4.675,3.8958,3.08,1172.8526,CONDUCTIVE_METAL,2.57
SAMP-0799,77.46,8.73,4.853,4.0442,1.28,502.3385,CONDUCTIVE_METAL,2.47
SAMP-0800,64.57,9.54,1.065,0.8875,2.57,295.0979,CONDUCTIVE_METAL,11.27
SAMP-0801,98.26,3.65,2.827,2.3558,1.1,278.2009,CONDUCTIVE_METAL,4.24
SAMP-0802,98.76,1.85,2.746,2.2883,2.13,526.0447,CONDUCTIVE_METAL,4.37
SAMP-0803,84.01,9.36,1.397,1.1642,4.09,582.8637,CONDUCTIVE_METAL,8.59
SAMP-0804,88.15,6.63,4.414,3.6783,1.18,428.9511,CONDUCTIVE_METAL,2.72
SAMP-0805,55.93,9.16,1.343,1.1192,1.97,272.0002,CONDUCTIVE_METAL,8.94
SAMP-0806,68.59,4.87,3.044,2.5367,3.64,977.9504,CONDUCTIVE_METAL,3.94
SAMP-0807,25.22,8.53,2.553,2.1275,1.08,251.2948,CONDUCTIVE_METAL,4.7
SAMP-0808,26.05,9.44,4.468,3.7233,3.55,1303.2458,CONDUCTIVE_METAL,2.69
SAMP-0809,30.98,2.23,4.078,3.3983,3.93,1339.8481,INSULATOR,339833.33
SAMP-0810,78.99,3.6,3.803,3.1692,2.44,786.0027,CONDUCTIVE_METAL,3.16
SAMP-0811,74.43,7.05,1.162,0.9683,1.73,212.8158,CONDUCTIVE_METAL,10.33
SAMP-0812,56.56,2.23,4.732,3.9433,1.93,742.1618,INSULATOR,394333.33
SAMP-0813,37.0,8.27,4.733,3.9442,1.85,711.52,CONDUCTIVE_METAL,2.54
SAMP-0814,56.37,7.85,1.369,1.1408,2.73,382.7762,CONDUCTIVE_METAL,8.77
SAMP-0815,33.94,7.27,1.492,1.2433,1.01,151.7639,CONDUCTIVE_METAL,8.04
SAMP-0816,76.9,0.49,4.956,4.13,4.05,1616.56,CONDUCTIVE_METAL,2.42
SAMP-0817,37.3,2.16,1.461,1.2175,3.36,496.4046,INSULATOR,121750.0
SAMP-0818,90.85,6.76,2.57,2.1417,2.07,484.2698,CONDUCTIVE_METAL,4.67
SAMP-0819,64.49,9.77,4.67,3.8917,2.54,966.3873,CONDUCTIVE_METAL,2.57
SAMP-0820,42.4,4.19,0.842,0.7017,1.33,127.1828,INSULATOR,70166.67
SAMP-0821,88.69,7.08,4.577,3.8142,2.34,875.9445,CONDUCTIVE_METAL,2.62
SAMP-0822,91.37,9.7,3.361,2.8008,1.14,332.078,CONDUCTIVE_METAL,3.57
SAMP-0823,42.88,6.44,1.572,1.31,2.48,388.7038,CONDUCTIVE_METAL,7.63
SAMP-0824,50.43,7.27,4.0,3.3333,4.2,1409.629,CONDUCTIVE_METAL,3.0
SAMP-0825,81.41,1.6,3.95,3.2917,1.67,554.7993,CONDUCTIVE_METAL,3.04
SAMP-0826,96.23,9.11,2.834,2.3617,1.4,354.7905,CONDUCTIVE_METAL,4.23
SAMP-0827,76.81,7.28,4.864,4.0533,1.3,511.1196,CONDUCTIVE_METAL,2.47
SAMP-0828,26.38,3.49,3.007,2.5058,4.62,1228.9048,INSULATOR,250583.33
SAMP-0829,39.7,3.52,2.35,1.9583,1.88,408.7832,INSULATOR,195833.33
